,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,VIP,CryoSleep,Europa,Mars,PSO J318.5-22,TRAPPIST-1e,S,Age,GroupSize,Transported
953,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,19.0,1,True
954,0.0,131.0,267.0,554.0,0.0,0,0,0,0,0,1,1,44.0,1,False
955,0.0,15.0,122.0,1125.0,0.0,0,0,0,0,0,1,1,20.0,1,False
956,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,18.0,1,True
957,1.0,1410.0,0.0,1.0,0.0,0,0,0,0,0,1,1,36.0,1,True
958,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,25.0,1,True
959,48.0,6.0,0.0,954.0,0.0,0,0,0,0,0,1,1,15.0,1,False
960,187.0,12.0,0.0,1277.0,0.0,0,0,0,0,0,0,0,18.0,4,False
961,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.0,4,True
962,0.0,5.0,0.0,594.0,209.0,0,0,0,0,0,0,0,54.0,4,False
963,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,False
964,759.0,0.0,106.0,202.0,0.0,0,0,0,0,0,1,0,20.0,1,False
965,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,21.0,1,False
966,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,8.0,4,True
967,1454.0,0.0,81.0,38.0,0.0,0,0,0,1,0,1,0,46.0,4,False
968,231.0,0.0,0.0,279.0,9.0,0,0,0,1,0,1,0,31.0,4,False
969,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3.0,4,True
970,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,30.0,1,True
971,1081.0,0.0,0.0,0.0,7.0,0,0,0,0,0,1,0,23.0,1,False
972,756.0,84.0,0.0,8.0,99.0,0,0,0,0,0,1,1,14.0,1,False
973,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,25.0,1,False
974,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,61.0,1,True
975,0.0,0.0,0.0,675.0,213.0,0,0,0,0,0,1,0,31.0,1,False
976,4.0,0.0,1973.0,0.0,39.0,0,0,0,1,0,0,0,13.0,1,True
977,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,24.0,1,True
978,0.0,306.0,84.0,499.0,0.0,0,0,0,0,0,1,1,47.0,1,False
979,521.0,162.0,62.0,5.0,0.0,0,0,0,0,1,0,1,15.0,1,True
980,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,46.0,1,True
981,0.0,0.0,1526.0,960.0,0.0,0,0,0,0,0,1,0,49.0,1,False
982,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,37.0,2,False
983,0.0,2349.0,7.0,815.0,10896.0,0,0,1,0,0,1,0,44.0,2,False
984,507.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,16.0,1,False
985,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,58.0,1,True
986,0.0,537.0,612.0,3.0,0.0,0,0,0,0,0,1,0,20.0,1,True
987,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,36.0,2,True
988,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,31.0,2,True
989,2.0,447.0,81.0,74.0,0.0,0,0,0,0,0,1,1,21.0,1,False
990,0.0,0.0,21.0,0.0,0.0,0,0,0,0,0,0,1,22.0,1,False
991,182.0,0.0,0.0,0.0,376.0,0,0,0,0,1,0,1,27.0,1,False
992,0.0,0.0,828.0,0.0,96.0,0,0,0,0,0,1,1,58.0,1,True
993,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,38.0,2,True
994,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,30.0,2,True
995,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,20.0,1,True
996,0.0,0.0,27.0,53.0,677.0,0,0,0,0,0,1,1,19.0,1,False
997,0.0,20.0,157.0,21.0,689.0,0,0,0,0,0,1,1,57.0,1,False
998,0.0,773.0,48.0,0.0,149.0,0,0,0,0,0,1,0,26.0,1,False
999,0.0,3262.0,0.0,295.0,1374.0,0,0,1,0,0,1,0,38.0,2,True
1000,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,15.0,2,True
1001,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0.0,1,True
1002,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,35.0,1,True
1003,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,38.0,1,False
1004,415.0,1328.0,0.0,14.0,60.0,0,0,0,0,0,1,0,35.0,1,False
1005,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,14.0,2,True
1006,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,27.0,2,True
1007,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,25.0,1,False
1008,0.0,113.0,0.0,283.0,455.0,0,1,0,0,0,1,0,37.0,1,False
1009,79.0,709.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25.0,1,False
1010,638.0,0.0,133.0,0.0,0.0,0,0,0,0,0,0,0,41.0,1,False
1011,202.0,0.0,1108.0,0.0,0.0,0,0,0,1,0,1,1,50.0,1,False
1012,694.0,0.0,60.0,564.0,0.0,0,0,0,1,0,1,1,33.0,1,False
1013,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,27.0,3,True
1014,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,23.0,3,True
1015,556.0,0.0,0.0,852.0,6.0,0,0,0,1,0,1,1,18.0,3,True
1016,0.0,1.0,0.0,16.0,843.0,0,0,0,0,0,1,1,31.0,1,False
1017,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,54.0,1,False
1018,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0.0,5,True
1019,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,11.0,5,False
1020,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,4.0,5,False
1021,0.0,0.0,0.0,641.0,0.0,0,0,0,0,0,1,0,19.0,5,True
1022,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,7.0,5,True
1023,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,20.0,1,False
1024,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,33.0,2,True
1025,0.0,565.0,1.0,677.0,794.0,0,0,1,0,0,1,0,26.0,2,False
1026,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,35.0,1,True
1027,1862.0,59.0,18.0,192.0,0.0,0,0,0,1,0,1,0,23.0,1,True
1028,437.0,2.0,0.0,0.0,365.0,0,0,0,0,0,1,0,60.0,1,False
1029,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,34.0,1,True
1030,233.0,0.0,0.0,0.0,488.0,0,0,0,0,0,1,1,0.0,1,False
1031,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,42.0,1,True
1032,0.0,78.0,642.0,0.0,0.0,0,0,0,0,1,0,0,22.0,1,False
1033,490.0,355.0,298.0,245.0,0.0,0,0,0,1,0,1,0,18.0,4,False
1034,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,5.0,4,True
1035,787.0,0.0,106.0,1710.0,0.0,0,0,0,1,0,1,0,18.0,4,False
1036,528.0,271.0,99.0,0.0,130.0,0,0,0,1,0,1,0,29.0,4,False
1037,173.0,0.0,660.0,1.0,781.0,0,1,0,1,1,0,0,39.0,1,False
1038,82.0,0.0,263.0,16.0,515.0,0,0,0,0,0,1,1,17.0,1,False
1039,55.0,0.0,756.0,246.0,100.0,0,0,0,1,0,1,1,58.0,2,False
1040,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,5.0,2,True
1041,0.0,24.0,0.0,55.0,7516.0,0,0,1,0,0,1,1,23.0,2,False
1042,8.0,6138.0,0.0,3.0,754.0,0,0,1,0,0,0,1,26.0,2,True
1043,0.0,4076.0,6124.0,58.0,100.0,0,0,1,0,0,0,0,40.0,1,True
1044,0.0,0.0,0.0,0.0,719.0,0,0,0,0,0,1,1,20.0,1,True
1045,936.0,0.0,363.0,0.0,0.0,1,0,0,1,0,1,1,38.0,2,False
1046,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,31.0,2,False
1047,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,34.0,1,True
1048,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,9.0,3,True
1049,0.0,3011.0,0.0,0.0,98.0,0,1,0,0,0,1,1,36.0,3,True
1050,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,26.0,3,True
1051,855.0,0.0,51.0,0.0,0.0,0,0,0,0,0,1,0,18.0,1,False
1052,98.0,46.0,0.0,743.0,0.0,0,0,0,0,1,0,0,55.0,1,True
1053,0.0,402.0,0.0,135.0,9010.0,0,0,1,0,0,1,0,28.0,1,False
1054,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,18.0,1,True
1055,2.0,0.0,0.0,787.0,3.0,0,0,0,0,0,1,1,28.0,1,False
1056,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,23.0,2,False
1057,0.0,3.0,3505.0,199.0,17.0,0,0,0,1,0,0,1,20.0,2,True
1058,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,22.0,1,False
1059,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,27.0,1,True
1060,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,13.0,1,True
1061,0.0,1755.0,0.0,0.0,67.0,0,0,0,0,0,1,1,32.0,1,True
1062,0.0,143.0,1632.0,3.0,756.0,0,0,1,0,0,1,1,53.0,3,True
1063,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,34.0,3,True
1064,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,42.0,3,True
1065,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,19.0,1,True
1066,0.0,0.0,0.0,0.0,908.0,0,0,0,0,0,1,0,54.0,1,True
1067,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,12.0,3,True
1068,482.0,0.0,884.0,0.0,30.0,0,0,0,0,0,1,1,35.0,3,False
1069,412.0,97.0,3.0,0.0,0.0,0,0,0,0,0,1,1,55.0,3,False
1070,620.0,0.0,187.0,0.0,1304.0,0,0,0,0,0,0,0,26.0,1,False
1071,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,49.0,1,True
1072,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,22.0,7,True
1073,0.0,122.0,2138.0,7368.0,1213.0,0,0,1,0,0,0,0,0.0,7,False
1074,0.0,5225.0,0.0,8.0,1933.0,0,0,1,0,0,1,0,30.0,7,False
1075,0.0,5212.0,2.0,118.0,61.0,0,0,1,0,0,0,0,39.0,7,True
1076,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,14.0,7,True
1077,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,29.0,7,True
1078,2386.0,841.0,76.0,26.0,1693.0,0,0,1,0,0,0,0,34.0,7,False
1079,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,8.0,5,True
1080,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,7.0,5,False
1081,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,3.0,5,False
1082,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0.0,5,False
1083,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,10.0,5,False
1084,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,16.0,1,False
1085,29.0,0.0,1095.0,0.0,4.0,0,0,0,1,0,1,1,41.0,1,False
1086,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,18.0,1,True
1087,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,25.0,3,True
1088,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,32.0,3,True
1089,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,26.0,3,True
1090,131.0,799.0,0.0,0.0,16.0,0,0,0,0,0,1,0,26.0,2,False
1091,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,18.0,2,True
1092,0.0,2987.0,2.0,3072.0,67.0,0,0,1,0,0,1,1,27.0,2,False
1093,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,26.0,2,True
1094,0.0,11330.0,72.0,43.0,461.0,0,0,1,0,0,0,1,28.0,2,True
1095,0.0,1291.0,0.0,16139.0,687.0,0,0,1,0,0,0,1,19.0,2,False
1096,0.0,1847.0,0.0,103.0,694.0,0,0,1,0,0,1,1,31.0,1,True
1097,0.0,1328.0,5.0,0.0,7.0,0,0,0,0,0,0,0,35.0,1,True
1098,0.0,7201.0,0.0,32.0,2587.0,0,0,1,0,0,0,0,46.0,4,False
1099,636.0,333.0,0.0,205.0,67.0,0,0,1,0,0,1,0,37.0,4,False
1100,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,29.0,4,True
1101,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,17.0,4,True
1102,0.0,3564.0,926.0,1.0,1920.0,0,0,1,0,0,0,0,30.0,1,False
1103,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,28.0,1,True
1104,0.0,58.0,12.0,68.0,653.0,0,0,0,0,0,1,0,16.0,1,False
1105,2357.0,0.0,9.0,0.0,0.0,0,1,0,1,0,1,1,40.0,1,False
1106,0.0,0.0,279.0,0.0,512.0,0,0,0,0,0,1,1,23.0,1,False
1107,96.0,592.0,12.0,0.0,0.0,0,0,0,0,1,0,1,24.0,1,True
1108,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,36.0,1,True
1109,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,34.0,1,True
1110,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,59.0,1,True
1111,0.0,0.0,600.0,0.0,0.0,0,0,0,0,0,1,1,20.0,1,False
1112,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,15.0,1,True
1113,0.0,0.0,957.0,4.0,0.0,0,0,0,0,0,1,1,19.0,1,False
1114,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,64.0,3,True
1115,2997.0,0.0,3.0,0.0,7.0,0,0,0,1,0,1,0,24.0,3,True
1116,60.0,1356.0,0.0,0.0,0.0,0,0,0,1,0,1,0,23.0,3,True
1117,0.0,0.0,0.0,679.0,0.0,0,0,0,1,0,1,0,30.0,1,False
1118,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0.0,5,True
1119,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,8.0,5,False
1120,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,1.0,5,False
1121,0.0,33.0,654.0,0.0,113.0,0,0,0,0,0,1,1,48.0,5,True
1122,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,12.0,5,False
1123,0.0,575.0,180.0,4.0,44.0,0,0,0,0,0,1,1,30.0,3,False
1124,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,10.0,3,False
1125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,11.0,3,False
1126,204.0,4227.0,0.0,3026.0,61.0,0,0,1,0,0,1,0,58.0,1,False
1127,0.0,243.0,464.0,71.0,8.0,0,0,0,0,0,1,0,52.0,1,True
1128,0.0,0.0,0.0,0.0,1583.0,0,0,0,0,0,1,1,36.0,1,False
1129,600.0,670.0,0.0,187.0,0.0,0,0,0,0,0,1,0,32.0,1,False
1130,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,16.0,2,True
1131,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,25.0,2,True
1132,2.0,558.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28.0,1,True
1133,0.0,122.0,3700.0,337.0,1388.0,1,0,1,0,0,0,0,32.0,1,False
1134,42.0,1116.0,0.0,0.0,0.0,0,0,0,1,0,1,1,28.0,1,True
1135,0.0,0.0,752.0,0.0,235.0,0,0,0,0,0,1,0,16.0,1,False
1136,0.0,5473.0,0.0,703.0,6381.0,1,0,1,0,0,0,1,50.0,1,False
1137,71.0,8.0,513.0,354.0,0.0,0,0,0,0,0,1,0,20.0,1,False
1138,0.0,0.0,6.0,30.0,200.0,0,0,0,0,0,1,0,23.0,1,False
1139,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,45.0,2,True
1140,393.0,510.0,0.0,0.0,5.0,0,0,0,0,0,1,0,23.0,2,False
1141,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,53.0,7,False
1142,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,8.0,7,False
1143,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,6.0,7,True
1144,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,3.0,7,False
1145,1.0,212.0,843.0,78.0,10.0,0,0,0,0,0,0,1,13.0,7,True
1146,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,60.0,7,False
1147,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1.0,7,True
1148,0.0,1.0,195.0,560.0,0.0,0,0,0,0,0,1,0,40.0,1,False
1149,0.0,0.0,800.0,0.0,4.0,0,0,0,0,0,1,0,51.0,1,True
1150,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,31.0,1,True
1151,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,28.0,1,True
1152,65.0,905.0,0.0,0.0,0.0,0,0,0,0,0,1,0,20.0,1,True
1153,0.0,0.0,0.0,2143.0,7.0,0,0,0,0,0,1,0,14.0,1,False
1154,0.0,592.0,0.0,345.0,810.0,0,0,1,0,0,1,0,23.0,1,False
1155,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,4.0,2,False
1156,0.0,0.0,0.0,1608.0,1.0,0,0,0,0,0,1,1,20.0,2,False
1157,0.0,493.0,0.0,131.0,132.0,0,0,0,0,0,1,0,75.0,1,False
1158,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,24.0,1,True
1159,2.0,1311.0,60.0,28.0,1.0,0,0,0,0,0,1,0,18.0,1,True
1160,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,21.0,2,True
1161,142.0,0.0,907.0,0.0,0.0,0,0,0,1,0,1,1,59.0,2,True
1162,0.0,0.0,863.0,33.0,2.0,0,0,0,0,0,1,0,27.0,1,True
1163,354.0,34.0,0.0,291.0,229.0,0,0,0,0,0,1,1,38.0,1,False
1164,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,41.0,1,False
1165,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,36.0,2,True
1166,0.0,42.0,0.0,4651.0,661.0,0,0,1,0,0,0,1,29.0,2,False
1167,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,22.0,1,True
1168,0.0,0.0,1250.0,0.0,0.0,0,0,0,0,1,0,1,23.0,1,True
1169,27.0,393.0,1061.0,27.0,0.0,0,0,0,0,0,1,1,32.0,1,True
1170,614.0,43.0,0.0,1.0,0.0,0,0,0,0,0,0,0,21.0,1,False
1171,0.0,1026.0,3301.0,831.0,356.0,0,0,1,0,0,1,1,26.0,2,True
1172,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,61.0,2,True
1173,585.0,13.0,122.0,40.0,105.0,0,0,0,0,1,0,0,30.0,1,True
1174,889.0,185.0,0.0,0.0,28.0,0,0,0,0,0,1,1,40.0,1,True
1175,0.0,4677.0,0.0,115.0,223.0,0,0,1,0,0,0,0,37.0,1,True
1176,0.0,4224.0,0.0,1374.0,1281.0,0,0,1,0,0,1,0,41.0,2,False
1177,8168.0,69.0,11.0,371.0,0.0,0,0,1,0,0,1,0,32.0,2,False
1178,0.0,192.0,0.0,565.0,0.0,0,0,0,0,0,1,0,30.0,1,False
1179,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,27.0,1,True
1180,0.0,17.0,0.0,61.0,567.0,0,0,0,0,0,1,1,22.0,1,False
1181,704.0,0.0,431.0,0.0,47.0,0,0,0,1,0,1,1,54.0,2,False
1182,4.0,0.0,896.0,229.0,0.0,0,0,0,1,0,1,1,27.0,2,False
1183,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,52.0,2,True
1184,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,15.0,2,True
1185,1277.0,0.0,1.0,10.0,9.0,0,0,0,1,0,1,1,27.0,1,False
1186,0.0,3628.0,289.0,1737.0,4987.0,0,0,1,0,0,0,0,30.0,1,False
1187,0.0,0.0,619.0,0.0,142.0,0,0,0,0,0,1,1,19.0,1,False
1188,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,22.0,1,True
1189,1365.0,3106.0,0.0,50.0,2313.0,0,0,1,0,0,0,0,43.0,1,False
1190,1084.0,1.0,66.0,0.0,5.0,0,0,0,1,0,1,1,25.0,1,False
1191,0.0,1.0,0.0,51.0,945.0,0,0,0,0,0,1,0,51.0,1,False
1192,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,34.0,1,True
1193,2066.0,0.0,15.0,0.0,1.0,0,0,0,1,0,1,0,21.0,1,False
1194,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,21.0,1,False
1195,0.0,0.0,0.0,759.0,0.0,0,0,0,0,0,1,1,23.0,1,False
1196,0.0,0.0,591.0,40.0,173.0,0,0,0,0,0,0,0,38.0,1,False
1197,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,30.0,1,False
1198,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,31.0,1,True
1199,0.0,178.0,482.0,0.0,0.0,0,0,0,0,1,0,0,44.0,1,True
1200,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,14.0,1,False
1201,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,18.0,1,False
1202,6.0,0.0,1.0,714.0,0.0,0,0,0,0,0,1,1,19.0,1,False
1203,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0.0,1,True
1204,286.0,415.0,16.0,0.0,0.0,0,0,0,0,0,0,0,36.0,1,False
1205,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,10.0,1,True
1206,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,1.0,3,True
1207,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,4.0,3,True
1208,733.0,0.0,1084.0,1.0,43.0,0,0,0,1,0,1,0,21.0,3,False
1209,621.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,24.0,1,False
1210,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,8.0,2,False
1211,789.0,0.0,2.0,0.0,19.0,0,0,0,0,0,1,1,18.0,2,False
1212,1758.0,59.0,4.0,0.0,0.0,0,0,0,1,0,1,0,33.0,1,False
1213,0.0,27723.0,3.0,202.0,3146.0,1,0,1,0,0,0,1,31.0,2,True
1214,105.0,368.0,268.0,842.0,13.0,0,0,1,0,0,1,1,43.0,2,True
1215,213.0,0.0,0.0,0.0,584.0,0,0,0,0,0,1,0,20.0,1,False
1216,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,28.0,3,True
1217,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,30.0,3,True
1218,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,1,28.0,3,False
1219,68.0,0.0,0.0,719.0,0.0,0,1,0,0,0,1,1,19.0,1,False
1220,0.0,0.0,675.0,5.0,0.0,0,0,0,0,0,1,1,22.0,1,True
1221,1.0,299.0,1.0,380.0,13.0,0,0,0,0,0,0,1,27.0,1,False
1222,218.0,50.0,4817.0,146.0,256.0,0,0,0,1,0,0,1,22.0,1,True
1223,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,2.0,6,True
1224,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,4.0,6,False
1225,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,10.0,6,False
1226,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,9.0,6,True
1227,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,37.0,6,False
1228,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,2.0,6,True
1229,0.0,3863.0,1.0,1010.0,514.0,0,0,1,0,0,1,1,44.0,2,True
1230,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,11.0,2,True
1231,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,22.0,1,False
1232,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,40.0,4,True
1233,278.0,3300.0,0.0,8145.0,2519.0,0,0,1,0,0,0,1,30.0,4,False
1234,0.0,439.0,0.0,3198.0,6.0,0,0,1,0,0,0,1,37.0,4,False
1235,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,26.0,4,True
1236,0.0,4.0,109.0,0.0,671.0,0,0,0,0,0,1,0,19.0,1,True
1237,0.0,987.0,1.0,4948.0,53.0,0,0,1,0,0,1,1,57.0,1,False
1238,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1.0,3,True
1239,948.0,47.0,292.0,0.0,0.0,0,0,0,1,0,1,0,17.0,3,False
1240,1946.0,4.0,4.0,0.0,623.0,0,0,0,1,0,1,0,26.0,3,False
1241,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,21.0,1,True
1242,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,1,28.0,2,True
1243,0.0,847.0,0.0,4664.0,89.0,0,0,1,0,0,0,1,36.0,2,False
1244,2508.0,0.0,23.0,0.0,67.0,0,0,0,1,0,1,0,25.0,1,False
1245,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,40.0,1,True
1246,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,23.0,1,True
1247,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,2.0,3,False
1248,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,10.0,3,False
1249,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,43.0,3,True
1250,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0.0,3,True
1251,70.0,160.0,340.0,0.0,336.0,0,0,0,0,0,1,1,24.0,3,False
1252,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,42.0,3,True
1253,1450.0,0.0,0.0,0.0,1147.0,0,0,0,1,0,1,1,30.0,2,False
1254,1507.0,0.0,260.0,0.0,0.0,0,0,0,1,0,1,1,19.0,2,False
1255,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,26.0,1,False
1256,405.0,0.0,193.0,458.0,0.0,0,0,0,1,0,1,1,47.0,2,False
1257,120.0,8.0,1128.0,1.0,7.0,0,0,0,1,0,1,1,28.0,2,True
1258,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,24.0,1,True
1259,28.0,0.0,561.0,203.0,0.0,0,0,0,0,0,1,1,29.0,1,False
1260,0.0,486.0,0.0,229.0,26.0,0,0,0,0,1,0,0,32.0,1,False
