,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Group_enc,GroupSize
2656,44.0,672.0,0.0,0.0,0.0,20.0,0,2840,0.5035950532067874,1
2657,50.0,357.0,0.0,657.0,0.0,0.0,0,2843,0.503666427030913,1
2658,28.0,0.0,0.0,0.0,0.0,0.0,1,2846,0.503666427030913,1
2659,13.0,0.0,0.0,0.0,0.0,0.0,1,2847,0.5035950532067874,1
2660,21.0,33.0,126.0,0.0,461.0,0.0,0,2852,0.5035950532067874,1
2661,20.0,56.0,757.0,111.0,0.0,0.0,1,2853,0.5035950532067874,1
2662,14.0,0.0,0.0,14.0,692.0,809.0,0,2854,0.5035950532067874,1
2663,38.0,0.0,896.0,0.0,0.0,4168.0,0,2856,0.503666427030913,1
2664,29.0,631.0,0.0,0.0,40.0,0.0,0,2857,0.5035950532067874,1
2665,36.0,0.0,0.0,0.0,0.0,0.0,1,2858,0.6081577055507208,3
2666,16.0,0.0,0.0,0.0,0.0,0.0,1,2858,0.5619956351824595,3
2667,40.0,0.0,0.0,0.0,0.0,0.0,1,2858,0.5619956351824595,3
2668,0.0,0.0,0.0,0.0,0.0,0.0,1,2859,0.5035950532067874,1
2669,18.0,154.0,22.0,77.0,1053.0,0.0,1,2860,0.5035950532067874,1
2670,17.0,5.0,756.0,0.0,0.0,0.0,1,2861,0.503666427030913,1
2671,32.0,0.0,0.0,0.0,0.0,0.0,1,2862,0.503666427030913,1
2672,27.0,0.0,2.0,49.0,0.0,801.0,0,2863,0.5035950532067874,1
2673,34.0,2904.0,23.0,7.0,0.0,81.0,0,2865,0.5619956351824595,2
2674,53.0,520.0,0.0,442.0,0.0,0.0,1,2865,0.4443485763589301,2
2675,36.0,0.0,0.0,0.0,0.0,0.0,1,2866,0.503666427030913,1
2676,41.0,71.0,0.0,1617.0,31.0,0.0,0,2867,0.4444115532625703,2
2677,51.0,819.0,4.0,92.0,38.0,0.0,0,2867,0.4443485763589301,2
2678,61.0,0.0,0.0,0.0,0.0,0.0,1,2869,0.503666427030913,1
2679,59.0,0.0,0.0,1.0,920.0,1.0,1,2870,0.5035950532067874,1
2680,17.0,0.0,0.0,0.0,0.0,0.0,1,2871,0.5620586120860998,2
2681,27.0,0.0,0.0,0.0,0.0,0.0,1,2871,0.5619956351824595,2
2682,57.0,0.0,1431.0,0.0,30.0,337.0,1,2872,0.5035950532067874,1
2683,39.0,2127.0,0.0,23.0,0.0,0.0,0,2873,0.5035950532067874,1
2684,55.0,0.0,0.0,0.0,0.0,0.0,1,2875,0.5035950532067874,1
2685,42.0,173.0,656.0,0.0,0.0,23.0,0,2876,0.503666427030913,1
2686,36.0,418.0,40.0,7.0,338.0,0.0,0,2877,0.5035950532067874,1
2687,42.0,44.0,0.0,3648.0,0.0,9.0,1,2878,0.503666427030913,1
2688,32.0,0.0,0.0,0.0,0.0,0.0,0,2880,0.5035950532067874,1
2689,6.0,0.0,0.0,0.0,0.0,0.0,0,2881,0.5035950532067874,1
2690,15.0,0.0,0.0,0.0,0.0,0.0,0,2882,0.503666427030913,1
2691,28.0,0.0,93.0,1282.0,0.0,0.0,1,2883,0.5035950532067874,1
2692,37.0,912.0,0.0,0.0,0.0,0.0,0,2884,0.5035950532067874,1
2693,44.0,0.0,0.0,744.0,62.0,3.0,0,2887,0.503666427030913,1
2694,71.0,901.0,0.0,1698.0,0.0,0.0,0,2888,0.5035950532067874,1
2695,44.0,0.0,351.0,0.0,3.0,3447.0,0,2890,0.5619956351824595,2
2696,36.0,0.0,0.0,0.0,0.0,0.0,1,2890,0.4444115532625703,2
2697,18.0,4.0,904.0,0.0,0.0,1.0,0,2891,0.5035950532067874,1
2698,3.0,0.0,0.0,0.0,0.0,0.0,1,2892,0.45499982883160456,5
2699,12.0,0.0,0.0,0.0,0.0,0.0,0,2892,0.550186942766753,5
2700,0.0,0.0,0.0,0.0,0.0,0.0,1,2892,0.4153880781783396,5
2701,29.0,0.0,1311.0,0.0,0.0,0.0,0,2892,0.45499982883160456,5
2702,9.0,0.0,0.0,0.0,0.0,0.0,0,2892,0.550186942766753,5
2703,27.0,688.0,307.0,779.0,0.0,19.0,0,2893,0.5035950532067874,1
2704,24.0,0.0,0.0,443.0,244.0,1.0,0,2894,0.503666427030913,1
2705,38.0,1.0,0.0,288.0,0.0,556.0,1,2897,0.5035950532067874,1
2706,28.0,523.0,0.0,0.0,970.0,0.0,0,2899,0.503666427030913,1
2707,26.0,0.0,0.0,0.0,0.0,0.0,1,2900,0.5035950532067874,1
2708,16.0,0.0,20.0,0.0,300.0,681.0,0,2901,0.5619956351824595,2
2709,24.0,0.0,2.0,25.0,0.0,707.0,1,2901,0.4444115532625703,2
2710,33.0,123.0,760.0,0.0,0.0,0.0,0,2902,0.503666427030913,1
2711,24.0,489.0,0.0,0.0,0.0,0.0,0,2905,0.503666427030913,1
2712,29.0,1.0,0.0,133.0,104.0,574.0,0,2906,0.503666427030913,1
2713,25.0,0.0,9.0,2005.0,0.0,5.0,1,2907,0.503666427030913,1
2714,0.0,0.0,0.0,0.0,0.0,0.0,0,2908,0.5035950532067874,2
2715,13.0,649.0,2.0,0.0,124.0,143.0,0,2908,0.5035950532067874,2
2716,7.0,0.0,0.0,0.0,0.0,0.0,0,2909,0.503666427030913,1
2717,32.0,0.0,0.0,736.0,0.0,0.0,0,2910,0.503666427030913,1
2718,34.0,0.0,0.0,0.0,0.0,0.0,0,2912,0.503666427030913,1
2719,49.0,21.0,25.0,1509.0,0.0,1042.0,0,2913,0.5035950532067874,1
2720,43.0,13.0,2119.0,315.0,0.0,261.0,1,2919,0.6081577055507208,3
2721,0.0,0.0,0.0,0.0,0.0,0.0,1,2919,0.6081013577948322,3
2722,6.0,0.0,0.0,0.0,0.0,0.0,1,2919,0.6081577055507208,3
2723,23.0,0.0,179.0,569.0,0.0,0.0,1,2920,0.5035950532067874,1
2724,43.0,336.0,11.0,796.0,15.0,0.0,1,2925,0.5620586120860998,2
2725,23.0,0.0,0.0,0.0,0.0,0.0,1,2925,0.5620586120860998,2
2726,43.0,828.0,25.0,545.0,107.0,0.0,0,2926,0.503666427030913,1
2727,41.0,0.0,0.0,0.0,0.0,0.0,1,2927,0.5035950532067874,1
2728,54.0,0.0,2062.0,2.0,19.0,1618.0,0,2928,0.6081577055507208,3
2729,51.0,0.0,0.0,0.0,0.0,0.0,1,2928,0.5028381999000954,3
2730,44.0,0.0,0.0,0.0,0.0,0.0,1,2928,0.5028381999000954,3
2731,48.0,0.0,0.0,0.0,0.0,0.0,1,2929,0.5035950532067874,1
2732,45.0,0.0,9.0,0.0,857.0,16.0,0,2930,0.5035950532067874,1
2733,20.0,0.0,689.0,0.0,0.0,0.0,0,2934,0.5035950532067874,1
2734,33.0,0.0,28.0,0.0,6841.0,543.0,0,2935,0.503666427030913,1
2735,21.0,15.0,30.0,11.0,2.0,388.0,0,2936,0.5035950532067874,1
2736,68.0,0.0,0.0,0.0,0.0,0.0,1,2938,0.5035950532067874,1
2737,23.0,5.0,308.0,363.0,7.0,0.0,1,2940,0.503666427030913,1
2738,16.0,24.0,0.0,13.0,717.0,0.0,0,2941,0.5035950532067874,1
2739,35.0,198.0,44.0,97.0,30.0,510.0,0,2942,0.503666427030913,1
2740,22.0,0.0,0.0,0.0,0.0,0.0,0,2943,0.5035950532067874,1
2741,51.0,214.0,3.0,16.0,569.0,0.0,0,2944,0.45499982883160456,4
2742,2.0,0.0,0.0,0.0,0.0,0.0,0,2944,0.5028381999000954,4
2743,29.0,0.0,0.0,0.0,0.0,0.0,0,2944,0.5028381999000954,4
2744,0.0,0.0,0.0,0.0,0.0,0.0,1,2944,0.3597617335935093,4
2745,39.0,0.0,0.0,0.0,0.0,0.0,1,2945,0.5035950532067874,1
2746,55.0,0.0,1971.0,77.0,577.0,1050.0,1,2948,0.503666427030913,1
2747,22.0,0.0,0.0,0.0,0.0,0.0,0,2949,0.5035950532067874,1
2748,20.0,310.0,0.0,374.0,0.0,5.0,0,2950,0.5035950532067874,1
2749,25.0,0.0,641.0,0.0,2.0,0.0,1,2953,0.503666427030913,1
2750,18.0,235.0,0.0,101.0,0.0,316.0,1,2954,0.5035950532067874,1
2751,28.0,3.0,141.0,0.0,0.0,1689.0,0,2956,0.5035950532067874,1
2752,26.0,1822.0,0.0,4.0,107.0,1204.0,0,2958,0.5035950532067874,1
2753,28.0,1.0,0.0,933.0,614.0,0.0,0,2959,0.503666427030913,1
2754,54.0,0.0,0.0,0.0,0.0,0.0,0,2960,0.5035950532067874,1
2755,56.0,0.0,54.0,0.0,724.0,0.0,0,2961,0.5035950532067874,1
2756,25.0,1228.0,0.0,132.0,0.0,0.0,0,2962,0.5035950532067874,1
2757,26.0,2050.0,8525.0,0.0,270.0,636.0,0,2964,0.503666427030913,1
2758,14.0,0.0,0.0,709.0,258.0,3.0,0,2965,0.5035950532067874,1
2759,21.0,2.0,417.0,323.0,0.0,84.0,1,2966,0.5035950532067874,1
2760,43.0,0.0,0.0,0.0,0.0,0.0,1,2968,0.5035950532067874,1
2761,37.0,221.0,0.0,32.0,38.0,516.0,0,2969,0.5035950532067874,1
2762,0.0,740.0,82.0,6.0,0.0,1.0,0,2970,0.503666427030913,1
2763,38.0,0.0,3135.0,0.0,26.0,3.0,1,2971,0.503666427030913,1
2764,14.0,0.0,1.0,1441.0,0.0,190.0,1,2972,0.5035950532067874,1
2765,20.0,0.0,0.0,585.0,0.0,10.0,0,2975,0.503666427030913,1
2766,33.0,0.0,0.0,0.0,0.0,0.0,0,2979,0.503666427030913,1
2767,33.0,0.0,0.0,0.0,0.0,0.0,1,2982,0.5035950532067874,1
2768,13.0,0.0,0.0,31.0,0.0,810.0,1,2983,0.5035950532067874,1
2769,37.0,0.0,210.0,0.0,4114.0,0.0,0,2984,0.503666427030913,1
2770,15.0,5711.0,0.0,2516.0,0.0,1370.0,0,2986,0.5035950532067874,1
2771,33.0,396.0,1280.0,7.0,308.0,4941.0,0,2988,0.5035950532067874,1
2772,24.0,0.0,0.0,0.0,0.0,0.0,1,2990,0.5035950532067874,1
2773,49.0,0.0,0.0,0.0,160.0,528.0,0,2992,0.5035950532067874,1
2774,24.0,1252.0,6.0,0.0,123.0,706.0,0,2993,0.503666427030913,1
2775,24.0,173.0,0.0,14.0,0.0,603.0,0,2994,0.5035950532067874,1
2776,26.0,0.0,0.0,0.0,0.0,0.0,1,2995,0.5619956351824595,2
2777,40.0,0.0,0.0,0.0,0.0,0.0,1,2995,0.5619956351824595,2
2778,31.0,0.0,611.0,2.0,4.0,22.0,0,2996,0.503666427030913,1
2779,47.0,0.0,5252.0,0.0,124.0,300.0,1,2998,0.5035950532067874,1
2780,19.0,736.0,0.0,0.0,0.0,1.0,0,3000,0.5035950532067874,1
2781,38.0,0.0,1577.0,0.0,425.0,4359.0,0,3001,0.5619956351824595,2
2782,33.0,0.0,1001.0,2280.0,0.0,29.0,1,3001,0.4443485763589301,2
2783,45.0,0.0,0.0,0.0,0.0,0.0,1,3003,0.5035950532067874,1
2784,1.0,0.0,0.0,0.0,0.0,0.0,1,3004,0.4443485763589301,2
2785,32.0,0.0,53.0,0.0,744.0,0.0,0,3004,0.5620586120860998,2
2786,70.0,0.0,0.0,0.0,0.0,0.0,1,3005,0.503666427030913,1
2787,19.0,23.0,0.0,0.0,0.0,732.0,0,3006,0.5035950532067874,1
2788,55.0,0.0,0.0,0.0,0.0,0.0,1,3009,0.5035950532067874,1
2789,48.0,0.0,8403.0,0.0,7627.0,83.0,0,3010,0.503666427030913,1
2790,66.0,1187.0,1.0,0.0,6.0,0.0,0,3012,0.503666427030913,1
2791,13.0,0.0,256.0,0.0,207.0,409.0,0,3013,0.503666427030913,1
2792,40.0,82.0,1390.0,0.0,347.0,6237.0,0,3014,0.5035950532067874,1
2793,35.0,0.0,1438.0,0.0,112.0,74.0,1,3015,0.5035950532067874,1
2794,32.0,0.0,49.0,2.0,639.0,0.0,0,3018,0.503666427030913,1
2795,51.0,1644.0,0.0,234.0,157.0,64.0,0,3019,0.503666427030913,1
2796,37.0,0.0,216.0,0.0,5391.0,3372.0,0,3020,0.5035950532067874,1
2797,31.0,517.0,1.0,301.0,60.0,4.0,0,3021,0.4443485763589301,2
2798,37.0,608.0,0.0,6.0,0.0,1637.0,0,3021,0.4444115532625703,2
2799,38.0,0.0,3331.0,270.0,2.0,3510.0,0,3022,0.4443485763589301,2
2800,19.0,0.0,329.0,0.0,3154.0,312.0,0,3022,0.4443485763589301,2
2801,33.0,0.0,0.0,0.0,0.0,0.0,1,3023,0.5035950532067874,1
2802,19.0,0.0,0.0,1752.0,187.0,0.0,1,3024,0.503666427030913,1
2803,31.0,2.0,788.0,0.0,128.0,9.0,1,3025,0.4443485763589301,2
2804,43.0,45.0,8.0,0.0,607.0,44.0,0,3025,0.5620586120860998,2
2805,22.0,0.0,0.0,0.0,0.0,0.0,0,3026,0.5035950532067874,1
2806,24.0,0.0,0.0,0.0,0.0,0.0,0,3027,0.503666427030913,1
2807,21.0,0.0,878.0,82.0,360.0,1784.0,0,3029,0.5619956351824595,2
2808,14.0,0.0,0.0,0.0,0.0,0.0,1,3029,0.4444115532625703,2
2809,30.0,728.0,2551.0,0.0,48.0,1804.0,1,3030,0.5619956351824595,2
2810,22.0,0.0,0.0,0.0,0.0,0.0,1,3030,0.5619956351824595,2
2811,11.0,0.0,0.0,0.0,0.0,0.0,0,3032,0.4444115532625703,4
2812,4.0,0.0,0.0,0.0,0.0,0.0,0,3032,0.4444115532625703,4
2813,0.0,0.0,0.0,0.0,0.0,0.0,0,3032,0.4444115532625703,4
2814,30.0,479.0,12.0,25.0,643.0,283.0,0,3032,0.3597617335935093,4
2815,21.0,0.0,27.0,1181.0,0.0,513.0,0,3033,0.503666427030913,1
2816,40.0,0.0,0.0,0.0,0.0,0.0,0,3034,0.503666427030913,1
2817,57.0,506.0,0.0,1.0,178.0,0.0,0,3036,0.503666427030913,1
2818,35.0,1228.0,0.0,0.0,0.0,0.0,0,3038,0.5035950532067874,1
2819,32.0,0.0,0.0,0.0,0.0,0.0,0,3039,0.503666427030913,1
2820,32.0,2616.0,0.0,2.0,5.0,0.0,0,3040,0.503666427030913,1
2821,30.0,0.0,0.0,301.0,0.0,437.0,0,3042,0.503666427030913,1
2822,69.0,577.0,139.0,0.0,0.0,0.0,0,3044,0.5035950532067874,1
2823,21.0,0.0,0.0,0.0,0.0,0.0,0,3045,0.5035950532067874,1
2824,17.0,0.0,0.0,0.0,0.0,0.0,1,3047,0.4443485763589301,2
2825,16.0,995.0,0.0,6.0,48.0,0.0,0,3047,0.5619956351824595,2
2826,25.0,0.0,0.0,0.0,0.0,0.0,0,3048,0.503666427030913,1
2827,25.0,1586.0,2342.0,947.0,1.0,276.0,1,3050,0.5035950532067874,1
2828,52.0,0.0,2.0,0.0,10976.0,810.0,0,3053,0.503666427030913,1
2829,13.0,578.0,77.0,0.0,306.0,5.0,0,3054,0.5035950532067874,1
2830,37.0,1086.0,0.0,0.0,41.0,0.0,0,3055,0.503666427030913,1
2831,13.0,760.0,2.0,2.0,0.0,0.0,0,3060,0.39757504200535854,3
2832,45.0,3309.0,0.0,10.0,0.0,0.0,0,3060,0.3976313897612471,3
2833,55.0,0.0,0.0,0.0,0.0,0.0,0,3060,0.3976313897612471,3
2834,22.0,664.0,0.0,0.0,65.0,0.0,0,3061,0.4443485763589301,2
2835,39.0,0.0,0.0,0.0,1745.0,72.0,0,3061,0.4443485763589301,2
2836,35.0,741.0,0.0,31.0,0.0,36.0,0,3062,0.5035950532067874,1
2837,19.0,0.0,0.0,0.0,0.0,0.0,1,3063,0.5028381999000954,3
2838,7.0,0.0,0.0,0.0,0.0,0.0,1,3063,0.5620586120860998,3
2839,19.0,1.0,0.0,0.0,450.0,254.0,0,3063,0.5620586120860998,3
2840,21.0,0.0,0.0,0.0,0.0,0.0,1,3064,0.5035950532067874,1
2841,37.0,0.0,2065.0,1650.0,356.0,1.0,1,3065,0.5035950532067874,1
2842,35.0,1609.0,0.0,0.0,0.0,0.0,0,3066,0.5035950532067874,1
2843,22.0,0.0,0.0,0.0,0.0,0.0,1,3067,0.5035950532067874,1
2844,62.0,379.0,453.0,0.0,7.0,0.0,0,3068,0.5035950532067874,1
2845,41.0,0.0,0.0,0.0,0.0,0.0,1,3070,0.5035950532067874,1
2846,16.0,0.0,0.0,0.0,0.0,0.0,1,3071,0.4444115532625703,2
2847,26.0,0.0,0.0,8.0,21.0,6023.0,0,3071,0.5620586120860998,2
2848,36.0,0.0,0.0,0.0,0.0,0.0,1,3073,0.5035950532067874,1
2849,0.0,0.0,0.0,0.0,0.0,0.0,1,3076,0.5035950532067874,1
2850,22.0,35.0,0.0,36.0,581.0,0.0,0,3079,0.5035950532067874,1
2851,40.0,0.0,0.0,0.0,822.0,2.0,0,3080,0.5035950532067874,1
2852,50.0,0.0,1547.0,0.0,1784.0,1.0,1,3081,0.5620586120860998,2
2853,57.0,0.0,0.0,0.0,0.0,0.0,1,3081,0.5619956351824595,2
2854,15.0,1.0,30.0,1793.0,0.0,0.0,1,3082,0.5035950532067874,1
2855,23.0,0.0,587.0,0.0,1497.0,1014.0,0,3083,0.503666427030913,1
2856,60.0,0.0,0.0,0.0,0.0,0.0,1,3084,0.5035950532067874,1
2857,73.0,0.0,0.0,0.0,153.0,556.0,0,3085,0.5035950532067874,1
2858,35.0,0.0,0.0,0.0,0.0,0.0,1,3087,0.503666427030913,1
2859,28.0,0.0,0.0,0.0,0.0,0.0,0,3088,0.5035950532067874,1
2860,27.0,0.0,6013.0,0.0,820.0,31.0,1,3090,0.503666427030913,1
2861,14.0,0.0,946.0,0.0,7860.0,384.0,0,3091,0.5619956351824595,2
2862,26.0,0.0,0.0,0.0,0.0,0.0,1,3091,0.4443485763589301,2
2863,22.0,0.0,0.0,102.0,43.0,700.0,0,3092,0.503666427030913,1
2864,22.0,2229.0,0.0,1349.0,121.0,0.0,1,3093,0.503666427030913,1
2865,71.0,924.0,1284.0,10.0,9.0,0.0,0,3095,0.5035950532067874,1
2866,25.0,5.0,1.0,633.0,0.0,188.0,1,3096,0.503666427030913,1
2867,27.0,0.0,0.0,0.0,0.0,0.0,1,3099,0.503666427030913,1
2868,1.0,0.0,0.0,0.0,0.0,0.0,0,3100,0.5619956351824595,3
2869,52.0,809.0,0.0,0.0,0.0,0.0,1,3100,0.5028381999000954,3
2870,0.0,0.0,0.0,0.0,0.0,0.0,1,3100,0.5619956351824595,3
2871,30.0,0.0,0.0,0.0,0.0,0.0,1,3102,0.503666427030913,1
2872,52.0,0.0,7452.0,0.0,1158.0,7979.0,0,3103,0.5035950532067874,1
2873,12.0,0.0,0.0,0.0,0.0,0.0,1,3104,0.5619956351824595,2
2874,22.0,0.0,0.0,0.0,0.0,0.0,1,3104,0.5619956351824595,2
2875,24.0,520.0,0.0,0.0,195.0,0.0,1,3110,0.503666427030913,1
2876,22.0,1173.0,0.0,0.0,9.0,0.0,0,3111,0.5035950532067874,1
2877,15.0,0.0,0.0,0.0,0.0,0.0,0,3112,0.503666427030913,1
2878,21.0,0.0,0.0,0.0,0.0,0.0,1,3113,0.5620586120860998,2
2879,56.0,0.0,0.0,0.0,0.0,0.0,1,3113,0.5619956351824595,2
2880,50.0,1598.0,0.0,155.0,26.0,0.0,0,3114,0.5035950532067874,1
2881,20.0,127.0,0.0,656.0,0.0,21.0,0,3116,0.5035950532067874,1
2882,32.0,0.0,0.0,47.0,857.0,23.0,0,3117,0.5035950532067874,1
2883,28.0,0.0,0.0,0.0,0.0,0.0,0,3118,0.5035950532067874,1
2884,74.0,571.0,0.0,0.0,277.0,0.0,0,3119,0.5035950532067874,1
2885,25.0,0.0,0.0,0.0,0.0,0.0,1,3120,0.4444115532625703,2
2886,31.0,691.0,3.0,68.0,286.0,0.0,0,3120,0.5620586120860998,2
2887,6.0,0.0,0.0,0.0,0.0,0.0,1,3121,0.503666427030913,1
2888,17.0,0.0,0.0,0.0,0.0,0.0,1,3123,0.503666427030913,1
2889,12.0,0.0,0.0,0.0,0.0,0.0,1,3124,0.6081013577948322,3
2890,47.0,1130.0,8.0,299.0,0.0,0.0,1,3124,0.6081577055507208,3
2891,46.0,0.0,0.0,0.0,0.0,0.0,1,3124,0.6081013577948322,3
2892,31.0,139.0,4018.0,13.0,232.0,1140.0,1,3126,0.5035950532067874,2
2893,36.0,0.0,0.0,0.0,0.0,0.0,1,3126,0.5035950532067874,2
2894,15.0,62.0,57.0,2646.0,1104.0,312.0,0,3128,0.503666427030913,1
2895,38.0,886.0,0.0,618.0,0.0,0.0,0,3130,0.5035950532067874,1
2896,48.0,0.0,0.0,0.0,0.0,0.0,1,3131,0.5619956351824595,3
2897,21.0,0.0,0.0,0.0,0.0,0.0,1,3131,0.6081013577948322,3
2898,4.0,0.0,0.0,0.0,0.0,0.0,1,3131,0.5619956351824595,3
2899,31.0,0.0,0.0,0.0,0.0,0.0,1,3132,0.503666427030913,1
2900,31.0,0.0,140.0,394.0,0.0,0.0,0,3133,0.5035950532067874,1
2901,62.0,0.0,4513.0,0.0,85.0,1437.0,1,3134,0.503666427030913,1
2902,29.0,0.0,0.0,0.0,0.0,0.0,1,3136,0.5035950532067874,1
2903,30.0,0.0,4.0,1604.0,678.0,1681.0,0,3138,0.5035950532067874,1
2904,26.0,912.0,0.0,43.0,0.0,0.0,0,3140,0.503666427030913,1
2905,43.0,33.0,1117.0,59.0,0.0,16.0,0,3142,0.4444115532625703,2
2906,32.0,1087.0,0.0,71.0,0.0,0.0,0,3142,0.4443485763589301,2
2907,24.0,0.0,0.0,0.0,0.0,0.0,1,3143,0.5035950532067874,1
2908,49.0,0.0,0.0,0.0,0.0,0.0,1,3145,0.503666427030913,1
2909,21.0,17.0,427.0,31.0,257.0,0.0,1,3147,0.5035950532067874,1
2910,18.0,0.0,730.0,79.0,0.0,0.0,1,3149,0.5620586120860998,2
2911,18.0,0.0,0.0,0.0,0.0,0.0,1,3149,0.5619956351824595,2
2912,14.0,0.0,0.0,0.0,0.0,0.0,0,3152,0.5035950532067874,1
2913,21.0,1507.0,0.0,3.0,2.0,1196.0,0,3158,0.5035950532067874,1
2914,25.0,0.0,0.0,0.0,0.0,0.0,1,3159,0.503666427030913,1
2915,56.0,0.0,323.0,971.0,58.0,4240.0,0,3161,0.503666427030913,1
2916,0.0,0.0,0.0,0.0,0.0,0.0,1,3162,0.39757504200535854,3
2917,55.0,0.0,0.0,5.0,0.0,2409.0,0,3162,0.502894547655984,3
2918,14.0,0.0,0.0,0.0,0.0,0.0,0,3162,0.502894547655984,3
2919,13.0,1007.0,0.0,142.0,295.0,0.0,0,3163,0.4443485763589301,2
2920,43.0,4.0,0.0,1834.0,1.0,66.0,0,3163,0.4444115532625703,2
2921,39.0,0.0,0.0,0.0,0.0,0.0,0,3164,0.503666427030913,1
2922,0.0,0.0,0.0,0.0,0.0,0.0,1,3166,0.503666427030913,1
2923,24.0,0.0,7.0,548.0,4.0,0.0,1,3168,0.503666427030913,1
2924,26.0,207.0,350.0,74.0,0.0,3.0,1,3169,0.5035950532067874,1
2925,22.0,0.0,0.0,0.0,0.0,0.0,1,3171,0.503666427030913,1
2926,26.0,0.0,0.0,1352.0,5.0,0.0,0,3172,0.5035950532067874,1
2927,19.0,155.0,0.0,1632.0,3.0,0.0,1,3174,0.5619956351824595,2
2928,38.0,0.0,0.0,0.0,0.0,0.0,1,3174,0.5619956351824595,2
2929,38.0,0.0,0.0,0.0,0.0,0.0,1,3175,0.503666427030913,1
2930,77.0,0.0,9032.0,0.0,128.0,1464.0,1,3176,0.5035950532067874,1
2931,28.0,2840.0,0.0,0.0,0.0,0.0,0,3179,0.503666427030913,1
2932,22.0,0.0,1.0,379.0,0.0,336.0,0,3180,0.5035950532067874,1
2933,20.0,4.0,353.0,193.0,241.0,0.0,0,3181,0.503666427030913,1
2934,18.0,0.0,0.0,699.0,0.0,0.0,1,3182,0.503666427030913,1
2935,10.0,0.0,0.0,0.0,0.0,0.0,1,3184,0.5619956351824595,2
2936,34.0,0.0,0.0,0.0,0.0,0.0,1,3184,0.5619956351824595,2
2937,43.0,0.0,788.0,0.0,0.0,1191.0,0,3185,0.503666427030913,1
2938,31.0,0.0,0.0,0.0,0.0,0.0,0,3188,0.5035950532067874,1
2939,40.0,0.0,0.0,0.0,0.0,0.0,1,3189,0.4443485763589301,2
2940,25.0,1299.0,0.0,0.0,0.0,0.0,0,3189,0.5620586120860998,2
2941,68.0,0.0,0.0,0.0,0.0,0.0,1,3191,0.5035950532067874,1
2942,20.0,0.0,0.0,147.0,0.0,0.0,0,3192,0.5035950532067874,1
2943,27.0,309.0,0.0,849.0,0.0,0.0,1,3193,0.5035950532067874,1
2944,1.0,0.0,0.0,0.0,0.0,0.0,0,3195,0.4154346263245085,6
2945,60.0,0.0,31.0,6.0,223.0,356.0,0,3195,0.38215703192407247,6
2946,28.0,0.0,0.0,675.0,31.0,0.0,1,3195,0.3597107522905625,6
2947,11.0,0.0,0.0,0.0,0.0,0.0,0,3195,0.3597107522905625,6
2948,0.0,0.0,0.0,0.0,0.0,0.0,0,3195,0.4154346263245085,6
2949,9.0,0.0,0.0,0.0,0.0,0.0,0,3195,0.3597107522905625,6
2950,38.0,1046.0,0.0,1553.0,0.0,0.0,0,3196,0.503666427030913,1
2951,18.0,0.0,0.0,0.0,588.0,0.0,0,3197,0.5035950532067874,1
2952,40.0,4.0,11.0,669.0,0.0,773.0,0,3200,0.5035950532067874,1
2953,21.0,330.0,11.0,0.0,0.0,398.0,0,3201,0.5035950532067874,1
2954,24.0,0.0,0.0,0.0,0.0,0.0,0,3203,0.5035950532067874,1
2955,26.0,0.0,1653.0,7.0,227.0,1457.0,0,3204,0.39757504200535854,3
2956,47.0,3865.0,3810.0,0.0,12.0,196.0,0,3204,0.39757504200535854,3
2957,46.0,0.0,131.0,0.0,8873.0,469.0,0,3204,0.3976313897612471,3
2958,55.0,0.0,0.0,0.0,0.0,0.0,1,3205,0.503666427030913,1
2959,50.0,293.0,0.0,21.0,573.0,0.0,0,3206,0.5035950532067874,1
2960,10.0,0.0,0.0,0.0,0.0,0.0,1,3209,0.503666427030913,1
2961,17.0,454.0,19.0,0.0,0.0,3219.0,0,3210,0.4444115532625703,3
2962,20.0,11.0,596.0,0.0,3583.0,266.0,0,3210,0.39757504200535854,3
2963,37.0,76.0,2804.0,0.0,1287.0,1229.0,0,3210,0.4444115532625703,3
2964,24.0,11.0,0.0,9.0,2645.0,2.0,0,3211,0.39757504200535854,3
2965,43.0,511.0,233.0,0.0,0.0,144.0,0,3211,0.39757504200535854,3
2966,0.0,0.0,0.0,0.0,0.0,0.0,0,3211,0.3976313897612471,3
2967,24.0,180.0,264.0,0.0,1225.0,0.0,0,3212,0.5035950532067874,1
2968,22.0,715.0,0.0,726.0,325.0,0.0,0,3213,0.5035950532067874,1
2969,14.0,0.0,0.0,0.0,0.0,0.0,1,3215,0.5035950532067874,1
2970,3.0,0.0,0.0,0.0,0.0,0.0,1,3216,0.6081013577948322,3
2971,22.0,0.0,0.0,0.0,0.0,0.0,1,3216,0.5620586120860998,3
2972,23.0,0.0,1573.0,0.0,36.0,0.0,1,3216,0.5620586120860998,3
2973,56.0,324.0,574.0,116.0,0.0,0.0,0,3217,0.503666427030913,1
2974,36.0,5.0,623.0,88.0,5.0,1.0,1,3218,0.4443485763589301,3
2975,58.0,52.0,0.0,5.0,517.0,0.0,0,3218,0.5028381999000954,3
2976,1.0,0.0,0.0,0.0,0.0,0.0,0,3218,0.4443485763589301,3
2977,39.0,0.0,0.0,0.0,0.0,0.0,0,3219,0.5035950532067874,1
2978,33.0,0.0,0.0,75.0,709.0,0.0,0,3220,0.503666427030913,1
