,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
1238,1.0,0.0,0.0,0.0,0.0,0.0,True
1239,17.0,948.0,47.0,292.0,0.0,0.0,False
1240,26.0,1946.0,4.0,4.0,0.0,623.0,False
1241,21.0,0.0,0.0,0.0,0.0,0.0,True
1242,28.0,0.0,0.0,0.0,0.0,0.0,True
1243,36.0,0.0,847.0,0.0,4664.0,89.0,False
1244,25.0,2508.0,0.0,23.0,0.0,67.0,False
1245,40.0,0.0,0.0,0.0,0.0,0.0,True
1246,23.0,0.0,0.0,0.0,0.0,0.0,True
1247,2.0,0.0,0.0,0.0,0.0,0.0,False
1248,10.0,0.0,0.0,0.0,0.0,0.0,False
1249,43.0,0.0,0.0,0.0,0.0,0.0,True
1250,0.0,0.0,0.0,0.0,0.0,0.0,True
1251,24.0,70.0,160.0,340.0,0.0,336.0,False
1252,42.0,0.0,0.0,0.0,0.0,0.0,True
1253,30.0,1450.0,0.0,0.0,0.0,1147.0,False
1254,19.0,1507.0,0.0,260.0,0.0,0.0,False
1255,26.0,0.0,0.0,0.0,0.0,0.0,False
1256,47.0,405.0,0.0,193.0,458.0,0.0,False
1257,28.0,120.0,8.0,1128.0,1.0,7.0,True
1258,24.0,0.0,0.0,0.0,0.0,0.0,True
1259,29.0,28.0,0.0,561.0,203.0,0.0,False
1260,32.0,0.0,486.0,0.0,229.0,26.0,False
1261,44.0,0.0,0.0,0.0,0.0,0.0,False
1262,17.0,0.0,0.0,0.0,0.0,0.0,True
1263,35.0,775.0,14.0,0.0,610.0,4.0,False
1264,23.0,0.0,0.0,0.0,0.0,0.0,False
1265,34.0,0.0,118.0,5.0,0.0,761.0,False
1266,25.0,1174.0,0.0,18.0,721.0,0.0,False
1267,67.0,0.0,761.0,0.0,1.0,0.0,True
1268,22.0,0.0,1531.0,0.0,369.0,2969.0,False
1269,0.0,0.0,0.0,0.0,0.0,0.0,True
1270,27.0,0.0,0.0,0.0,0.0,0.0,True
1271,14.0,1489.0,2.0,126.0,460.0,72.0,False
1272,42.0,491.0,106.0,8.0,202.0,0.0,False
1273,19.0,0.0,0.0,0.0,0.0,0.0,False
1274,22.0,0.0,0.0,0.0,0.0,0.0,False
1275,31.0,43.0,782.0,1.0,660.0,0.0,False
1276,10.0,0.0,0.0,0.0,0.0,0.0,True
1277,39.0,1535.0,0.0,340.0,0.0,723.0,False
1278,41.0,0.0,0.0,0.0,0.0,0.0,True
1279,0.0,0.0,0.0,0.0,0.0,0.0,True
1280,22.0,0.0,0.0,0.0,0.0,0.0,True
1281,21.0,0.0,39.0,0.0,310.0,539.0,False
1282,40.0,0.0,0.0,0.0,0.0,0.0,True
1283,25.0,0.0,997.0,0.0,0.0,0.0,True
1284,23.0,0.0,1268.0,0.0,119.0,2.0,False
1285,33.0,77.0,2381.0,0.0,3656.0,150.0,False
1286,20.0,0.0,0.0,0.0,0.0,0.0,True
1287,40.0,0.0,0.0,0.0,0.0,0.0,True
1288,27.0,0.0,0.0,0.0,0.0,0.0,False
1289,21.0,965.0,0.0,23.0,3.0,0.0,False
1290,25.0,591.0,466.0,0.0,0.0,0.0,False
1291,2.0,0.0,0.0,0.0,0.0,0.0,False
1292,19.0,0.0,3.0,946.0,0.0,0.0,False
1293,41.0,0.0,0.0,0.0,0.0,0.0,False
1294,43.0,0.0,2801.0,537.0,42.0,144.0,True
1295,19.0,245.0,41.0,550.0,0.0,0.0,False
1296,22.0,926.0,0.0,0.0,0.0,78.0,True
1297,16.0,0.0,30.0,0.0,769.0,4.0,False
1298,42.0,0.0,21.0,0.0,2735.0,3604.0,False
1299,20.0,0.0,0.0,0.0,0.0,0.0,True
1300,35.0,0.0,1125.0,429.0,0.0,55.0,False
1301,53.0,0.0,0.0,0.0,0.0,0.0,True
1302,17.0,21.0,0.0,690.0,260.0,5.0,False
1303,6.0,0.0,0.0,0.0,0.0,0.0,False
1304,22.0,0.0,442.0,0.0,0.0,368.0,True
1305,41.0,338.0,0.0,377.0,2.0,86.0,True
1306,19.0,189.0,510.0,0.0,0.0,0.0,True
1307,39.0,705.0,3.0,0.0,0.0,0.0,False
1308,23.0,0.0,0.0,0.0,0.0,0.0,True
1309,31.0,1088.0,0.0,280.0,0.0,0.0,False
1310,38.0,0.0,0.0,0.0,0.0,0.0,True
1311,1.0,0.0,0.0,0.0,0.0,0.0,True
1312,13.0,0.0,0.0,0.0,0.0,0.0,True
1313,21.0,1072.0,79.0,46.0,16.0,0.0,False
1314,44.0,485.0,2.0,210.0,0.0,351.0,False
1315,36.0,42.0,0.0,212.0,151.0,1853.0,False
1316,19.0,2058.0,0.0,224.0,298.0,19.0,False
1317,7.0,0.0,0.0,0.0,0.0,0.0,True
1318,39.0,386.0,190.0,0.0,489.0,0.0,False
1319,28.0,0.0,508.0,334.0,0.0,46.0,True
1320,28.0,0.0,0.0,529.0,560.0,60.0,False
1321,14.0,0.0,0.0,0.0,0.0,0.0,True
1322,18.0,0.0,0.0,599.0,59.0,152.0,False
1323,23.0,0.0,0.0,0.0,0.0,0.0,True
1324,33.0,0.0,0.0,0.0,0.0,0.0,True
1325,18.0,1656.0,0.0,0.0,0.0,0.0,False
1326,47.0,1.0,734.0,28.0,78.0,3471.0,False
1327,42.0,0.0,51.0,0.0,4170.0,13.0,False
1328,17.0,36.0,0.0,1013.0,0.0,0.0,False
1329,21.0,737.0,4.0,27.0,8.0,0.0,False
1330,17.0,8.0,222.0,3.0,401.0,0.0,True
1331,26.0,4.0,770.0,0.0,0.0,0.0,False
1332,23.0,0.0,567.0,896.0,0.0,122.0,False
1333,15.0,0.0,0.0,0.0,0.0,832.0,False
1334,18.0,0.0,0.0,0.0,0.0,0.0,False
1335,65.0,259.0,0.0,0.0,0.0,1916.0,False
1336,33.0,13.0,0.0,2011.0,17.0,32.0,True
1337,27.0,0.0,0.0,0.0,0.0,0.0,False
1338,41.0,0.0,184.0,0.0,1520.0,3358.0,False
1339,42.0,1381.0,0.0,1243.0,0.0,0.0,False
1340,0.0,0.0,0.0,0.0,0.0,0.0,False
1341,37.0,328.0,6153.0,0.0,26.0,820.0,False
1342,17.0,891.0,0.0,243.0,0.0,5.0,False
1343,24.0,0.0,0.0,0.0,0.0,0.0,True
1344,39.0,0.0,0.0,0.0,0.0,0.0,True
1345,59.0,0.0,0.0,0.0,0.0,0.0,True
1346,32.0,0.0,0.0,0.0,0.0,0.0,True
1347,29.0,2988.0,2147.0,0.0,0.0,1779.0,False
1348,8.0,0.0,0.0,0.0,0.0,0.0,True
1349,28.0,0.0,4380.0,0.0,692.0,0.0,True
1350,35.0,0.0,0.0,0.0,0.0,0.0,True
1351,24.0,711.0,0.0,0.0,59.0,57.0,False
1352,1.0,0.0,0.0,0.0,0.0,0.0,True
1353,4.0,0.0,0.0,0.0,0.0,0.0,True
1354,28.0,0.0,0.0,0.0,0.0,0.0,True
1355,46.0,0.0,0.0,0.0,0.0,0.0,True
1356,67.0,443.0,0.0,1721.0,250.0,2.0,False
1357,44.0,0.0,200.0,128.0,460.0,0.0,False
1358,14.0,360.0,0.0,2116.0,1.0,8.0,False
1359,23.0,0.0,0.0,4.0,0.0,965.0,True
1360,51.0,0.0,0.0,0.0,0.0,0.0,False
1361,20.0,0.0,258.0,331.0,133.0,0.0,False
1362,0.0,0.0,0.0,0.0,0.0,0.0,True
1363,0.0,0.0,0.0,0.0,0.0,0.0,False
1364,23.0,0.0,20.0,26.0,0.0,659.0,False
1365,24.0,181.0,224.0,0.0,195.0,191.0,False
1366,41.0,112.0,186.0,228.0,760.0,0.0,False
1367,30.0,806.0,100.0,9.0,0.0,47.0,False
1368,27.0,0.0,1826.0,39.0,11.0,649.0,False
1369,13.0,0.0,0.0,0.0,0.0,0.0,True
1370,16.0,0.0,0.0,0.0,0.0,0.0,True
1371,30.0,50.0,1248.0,0.0,1.0,912.0,True
1372,8.0,0.0,0.0,0.0,0.0,0.0,True
1373,59.0,0.0,0.0,0.0,0.0,755.0,False
1374,43.0,0.0,0.0,0.0,0.0,0.0,True
1375,30.0,0.0,138.0,0.0,5467.0,112.0,False
1376,46.0,202.0,484.0,0.0,3208.0,2485.0,False
1377,39.0,0.0,0.0,0.0,0.0,0.0,True
1378,21.0,5.0,251.0,10.0,26.0,3384.0,False
1379,70.0,0.0,0.0,0.0,0.0,0.0,True
1380,34.0,0.0,1646.0,0.0,51.0,1462.0,False
1381,33.0,0.0,774.0,0.0,6255.0,6.0,False
1382,44.0,0.0,0.0,0.0,0.0,0.0,True
1383,16.0,0.0,2838.0,32.0,5.0,3404.0,False
1384,63.0,3.0,801.0,0.0,0.0,5.0,True
1385,37.0,0.0,13561.0,15.0,4060.0,72.0,False
1386,29.0,0.0,0.0,0.0,0.0,0.0,True
1387,29.0,0.0,2509.0,0.0,16.0,698.0,True
1388,22.0,0.0,0.0,0.0,0.0,0.0,True
1389,26.0,0.0,533.0,2119.0,10.0,504.0,True
1390,76.0,0.0,2732.0,422.0,16594.0,330.0,False
1391,61.0,0.0,368.0,3.0,4422.0,0.0,False
1392,46.0,0.0,0.0,2020.0,323.0,0.0,False
1393,19.0,0.0,905.0,387.0,0.0,0.0,True
1394,13.0,0.0,0.0,0.0,0.0,0.0,True
1395,0.0,0.0,0.0,0.0,0.0,0.0,False
1396,30.0,0.0,0.0,0.0,0.0,0.0,True
1397,23.0,200.0,414.0,73.0,1.0,1.0,False
1398,63.0,356.0,287.0,0.0,0.0,248.0,False
1399,21.0,894.0,1.0,0.0,61.0,26.0,False
1400,32.0,0.0,0.0,0.0,0.0,0.0,True
1401,33.0,0.0,0.0,0.0,417.0,2372.0,False
1402,39.0,0.0,19.0,733.0,0.0,701.0,False
1403,49.0,0.0,0.0,0.0,0.0,0.0,True
1404,27.0,555.0,0.0,744.0,0.0,0.0,False
1405,16.0,92.0,1.0,884.0,0.0,0.0,False
1406,38.0,0.0,0.0,0.0,0.0,0.0,True
1407,42.0,0.0,0.0,0.0,0.0,0.0,True
1408,19.0,73.0,0.0,0.0,813.0,2.0,False
1409,26.0,0.0,304.0,0.0,3998.0,0.0,False
1410,32.0,0.0,0.0,0.0,817.0,8.0,True
1411,56.0,0.0,51.0,0.0,2.0,706.0,False
1412,0.0,0.0,0.0,0.0,0.0,0.0,True
1413,38.0,35.0,0.0,0.0,0.0,713.0,False
1414,30.0,0.0,495.0,0.0,0.0,153.0,False
1415,21.0,5.0,0.0,0.0,2.0,1061.0,False
1416,11.0,0.0,0.0,0.0,0.0,0.0,False
1417,3.0,0.0,0.0,0.0,0.0,0.0,False
1418,17.0,0.0,55.0,913.0,0.0,55.0,True
1419,35.0,0.0,0.0,0.0,0.0,0.0,True
1420,17.0,319.0,184.0,0.0,0.0,376.0,False
1421,0.0,0.0,0.0,0.0,0.0,0.0,True
1422,46.0,0.0,0.0,0.0,0.0,0.0,True
1423,63.0,0.0,216.0,0.0,594.0,0.0,False
1424,35.0,1890.0,0.0,497.0,1.0,0.0,False
1425,61.0,1114.0,0.0,68.0,0.0,0.0,False
1426,19.0,0.0,24.0,615.0,9.0,0.0,True
1427,43.0,0.0,0.0,1217.0,2.0,0.0,True
1428,14.0,1.0,1.0,683.0,419.0,0.0,False
1429,78.0,0.0,0.0,0.0,441.0,4.0,False
1430,21.0,398.0,490.0,0.0,0.0,0.0,False
1431,32.0,1240.0,0.0,58.0,0.0,0.0,False
1432,31.0,1226.0,0.0,1.0,0.0,0.0,False
1433,40.0,1006.0,0.0,0.0,284.0,329.0,True
1434,13.0,0.0,0.0,0.0,0.0,0.0,True
1435,36.0,0.0,2345.0,0.0,1966.0,27.0,False
1436,31.0,65.0,2121.0,0.0,6431.0,1.0,False
1437,18.0,765.0,0.0,13.0,0.0,0.0,False
1438,40.0,0.0,0.0,0.0,0.0,0.0,True
1439,28.0,0.0,0.0,0.0,0.0,0.0,True
1440,41.0,0.0,0.0,0.0,0.0,0.0,True
1441,35.0,0.0,0.0,0.0,0.0,0.0,True
1442,14.0,0.0,0.0,0.0,0.0,0.0,True
1443,20.0,539.0,1269.0,38.0,0.0,0.0,True
1444,23.0,4.0,0.0,2.0,254.0,521.0,False
1445,22.0,0.0,0.0,0.0,0.0,0.0,True
1446,25.0,0.0,0.0,0.0,0.0,0.0,True
1447,18.0,3992.0,673.0,1360.0,2.0,0.0,True
1448,25.0,0.0,7069.0,0.0,45.0,282.0,True
1449,30.0,0.0,0.0,0.0,0.0,0.0,True
1450,46.0,0.0,0.0,533.0,277.0,0.0,False
1451,27.0,0.0,31.0,0.0,1.0,11378.0,False
1452,53.0,1015.0,0.0,0.0,0.0,1.0,False
1453,21.0,0.0,0.0,0.0,0.0,0.0,True
1454,32.0,54.0,3782.0,0.0,21.0,5.0,True
1455,32.0,1.0,470.0,0.0,1440.0,2114.0,False
1456,33.0,0.0,7139.0,22.0,0.0,553.0,True
1457,26.0,0.0,170.0,0.0,3718.0,0.0,False
1458,47.0,12.0,7.0,0.0,720.0,0.0,True
1459,13.0,7172.0,0.0,157.0,20.0,0.0,False
1460,34.0,0.0,0.0,0.0,0.0,0.0,True
1461,21.0,9.0,0.0,0.0,0.0,800.0,False
1462,20.0,206.0,0.0,629.0,67.0,523.0,True
1463,21.0,163.0,0.0,661.0,32.0,0.0,False
1464,51.0,0.0,0.0,0.0,0.0,0.0,True
1465,18.0,0.0,0.0,0.0,0.0,0.0,True
1466,26.0,1.0,230.0,0.0,42.0,4030.0,False
1467,53.0,5022.0,2376.0,0.0,0.0,235.0,False
1468,30.0,0.0,1376.0,43.0,0.0,1460.0,True
1469,37.0,0.0,0.0,0.0,0.0,0.0,False
1470,45.0,0.0,1389.0,0.0,2987.0,0.0,False
1471,62.0,877.0,15.0,0.0,0.0,1.0,False
1472,38.0,0.0,1.0,45.0,0.0,837.0,False
1473,24.0,1030.0,0.0,0.0,0.0,1122.0,False
1474,18.0,341.0,0.0,332.0,102.0,0.0,False
1475,23.0,0.0,0.0,0.0,0.0,0.0,False
1476,16.0,0.0,1519.0,0.0,0.0,766.0,False
1477,37.0,0.0,0.0,0.0,0.0,0.0,True
1478,22.0,1018.0,100.0,0.0,9.0,0.0,False
1479,18.0,0.0,0.0,0.0,0.0,0.0,True
1480,25.0,0.0,0.0,0.0,0.0,0.0,True
1481,26.0,758.0,17.0,11.0,0.0,0.0,False
1482,25.0,4.0,0.0,146.0,723.0,0.0,False
1483,55.0,938.0,0.0,82.0,0.0,162.0,False
1484,28.0,641.0,0.0,372.0,0.0,16.0,False
1485,23.0,0.0,169.0,0.0,0.0,0.0,True
1486,22.0,0.0,24.0,0.0,176.0,783.0,False
1487,26.0,333.0,1819.0,0.0,1.0,0.0,True
1488,13.0,0.0,0.0,8.0,0.0,714.0,False
1489,18.0,428.0,0.0,36.0,0.0,424.0,False
1490,38.0,0.0,0.0,0.0,0.0,0.0,True
1491,28.0,0.0,0.0,0.0,0.0,0.0,True
1492,57.0,433.0,0.0,0.0,371.0,0.0,False
1493,0.0,0.0,0.0,0.0,0.0,0.0,False
1494,18.0,0.0,0.0,0.0,0.0,0.0,True
1495,25.0,0.0,0.0,0.0,0.0,0.0,True
1496,35.0,0.0,17394.0,0.0,724.0,0.0,True
1497,37.0,0.0,1336.0,2.0,12.0,7.0,True
1498,33.0,0.0,26.0,1.0,33.0,2439.0,False
1499,35.0,305.0,3621.0,0.0,320.0,341.0,True
1500,47.0,16.0,2127.0,1487.0,0.0,196.0,True
1501,23.0,5.0,51.0,0.0,732.0,0.0,False
1502,0.0,0.0,3.0,0.0,2.0,923.0,True
1503,27.0,0.0,4342.0,0.0,0.0,36.0,True
1504,23.0,0.0,0.0,0.0,0.0,0.0,True
1505,31.0,0.0,0.0,0.0,0.0,0.0,True
1506,19.0,0.0,0.0,0.0,0.0,0.0,True
1507,53.0,0.0,0.0,0.0,0.0,0.0,True
1508,37.0,22.0,5.0,0.0,747.0,0.0,False
1509,18.0,0.0,0.0,0.0,2681.0,55.0,False
1510,42.0,0.0,594.0,0.0,0.0,119.0,False
1511,7.0,0.0,0.0,0.0,0.0,0.0,True
1512,7.0,0.0,0.0,0.0,0.0,0.0,True
1513,24.0,2.0,3.0,0.0,616.0,161.0,False
1514,20.0,13.0,817.0,0.0,1435.0,22.0,True
1515,24.0,1158.0,193.0,798.0,2.0,0.0,False
1516,42.0,0.0,865.0,0.0,0.0,44.0,True
1517,49.0,0.0,3750.0,0.0,2.0,341.0,True
1518,47.0,0.0,0.0,0.0,0.0,0.0,True
1519,16.0,825.0,9.0,0.0,0.0,42.0,False
1520,26.0,432.0,0.0,965.0,35.0,0.0,False
1521,24.0,0.0,0.0,6.0,685.0,0.0,False
1522,38.0,0.0,0.0,0.0,0.0,0.0,True
1523,0.0,0.0,0.0,0.0,0.0,0.0,True
1524,37.0,295.0,1575.0,19.0,515.0,0.0,False
1525,39.0,0.0,0.0,0.0,0.0,0.0,True
1526,25.0,553.0,0.0,1.0,239.0,8.0,True
1527,25.0,172.0,129.0,41.0,0.0,341.0,False
1528,35.0,0.0,0.0,0.0,0.0,0.0,True
1529,0.0,0.0,0.0,0.0,0.0,0.0,True
1530,46.0,612.0,0.0,62.0,0.0,0.0,True
1531,4.0,0.0,0.0,0.0,0.0,0.0,True
1532,19.0,0.0,0.0,0.0,0.0,0.0,True
1533,29.0,0.0,930.0,0.0,2113.0,98.0,False
1534,19.0,0.0,9.0,0.0,0.0,1.0,False
1535,47.0,0.0,0.0,0.0,0.0,0.0,True
1536,1.0,0.0,0.0,0.0,0.0,0.0,True
1537,4.0,0.0,0.0,0.0,0.0,0.0,False
1538,37.0,0.0,27.0,11.0,732.0,5.0,False
1539,61.0,1215.0,32.0,0.0,0.0,362.0,False
1540,32.0,0.0,0.0,0.0,0.0,0.0,True
1541,4.0,0.0,0.0,0.0,0.0,0.0,True
1542,16.0,0.0,0.0,0.0,0.0,0.0,True
1543,25.0,0.0,0.0,0.0,0.0,0.0,False
1544,22.0,1300.0,0.0,0.0,0.0,1134.0,False
1545,41.0,139.0,666.0,6.0,71.0,25.0,False
1546,25.0,0.0,0.0,0.0,0.0,0.0,True
1547,19.0,414.0,0.0,66.0,307.0,0.0,False
1548,21.0,305.0,0.0,1.0,618.0,2.0,True
1549,14.0,0.0,2.0,0.0,0.0,794.0,False
1550,18.0,0.0,0.0,0.0,0.0,0.0,False
1551,34.0,0.0,0.0,885.0,0.0,0.0,True
1552,33.0,954.0,0.0,10.0,3.0,2.0,False
1553,14.0,0.0,0.0,0.0,0.0,0.0,False
1554,28.0,0.0,0.0,0.0,0.0,0.0,True
1555,43.0,0.0,0.0,0.0,0.0,0.0,False
1556,3.0,0.0,0.0,0.0,0.0,0.0,True
1557,0.0,0.0,0.0,0.0,0.0,0.0,True
1558,47.0,4.0,1303.0,830.0,774.0,2.0,False
1559,28.0,3202.0,0.0,0.0,0.0,5.0,False
1560,40.0,0.0,807.0,0.0,0.0,0.0,True
1561,17.0,1.0,160.0,37.0,0.0,0.0,False
1562,21.0,0.0,0.0,218.0,109.0,5321.0,False
1563,0.0,1150.0,0.0,6.0,4.0,0.0,True
1564,41.0,0.0,82.0,3.0,0.0,718.0,False
1565,20.0,0.0,1.0,0.0,905.0,0.0,False
1566,56.0,0.0,0.0,0.0,0.0,0.0,False
1567,57.0,0.0,62.0,0.0,2136.0,178.0,False
1568,48.0,0.0,0.0,0.0,0.0,0.0,True
1569,37.0,0.0,2390.0,0.0,1306.0,0.0,False
1570,20.0,127.0,0.0,0.0,542.0,0.0,False
1571,36.0,0.0,0.0,0.0,0.0,0.0,True
1572,38.0,158.0,787.0,2820.0,0.0,86.0,True
1573,22.0,2.0,0.0,6.0,101.0,536.0,False
1574,31.0,2436.0,0.0,147.0,16.0,0.0,False
1575,0.0,0.0,0.0,0.0,0.0,0.0,True
1576,21.0,1481.0,0.0,881.0,0.0,0.0,False
1577,49.0,0.0,67.0,213.0,2.0,1442.0,False
1578,44.0,0.0,0.0,0.0,0.0,0.0,False
1579,0.0,0.0,859.0,0.0,6704.0,64.0,False
1580,29.0,7.0,0.0,0.0,797.0,0.0,False
1581,16.0,876.0,0.0,5.0,1.0,16.0,False
1582,20.0,0.0,0.0,0.0,0.0,0.0,False
1583,26.0,0.0,0.0,0.0,0.0,0.0,False
1584,19.0,5.0,87.0,0.0,0.0,0.0,False
1585,34.0,1.0,89.0,0.0,793.0,0.0,False
1586,38.0,0.0,0.0,0.0,0.0,0.0,True
1587,51.0,0.0,260.0,91.0,0.0,264.0,False
1588,7.0,0.0,0.0,0.0,0.0,0.0,False
1589,3.0,0.0,0.0,0.0,0.0,0.0,True
1590,26.0,714.0,450.0,208.0,0.0,44.0,False
1591,27.0,233.0,554.0,0.0,0.0,0.0,False
1592,7.0,0.0,0.0,0.0,0.0,0.0,False
1593,19.0,0.0,0.0,0.0,0.0,0.0,True
1594,28.0,0.0,26.0,88.0,5.0,754.0,False
1595,27.0,3482.0,1234.0,1155.0,0.0,0.0,False
1596,31.0,0.0,0.0,0.0,0.0,0.0,True
1597,26.0,324.0,0.0,201.0,2.0,256.0,False
1598,43.0,0.0,760.0,17.0,15331.0,427.0,False
1599,23.0,0.0,13.0,0.0,773.0,0.0,False
1600,14.0,0.0,0.0,0.0,0.0,0.0,True
1601,47.0,0.0,574.0,0.0,0.0,68.0,True
1602,17.0,0.0,0.0,0.0,0.0,0.0,True
1603,64.0,0.0,4.0,0.0,6200.0,622.0,False
1604,13.0,1112.0,0.0,687.0,0.0,3.0,False
1605,18.0,86.0,1164.0,516.0,0.0,0.0,True
1606,29.0,0.0,0.0,0.0,0.0,0.0,False
1607,70.0,0.0,3.0,1.0,2.0,1290.0,False
1608,23.0,31.0,0.0,1247.0,0.0,47.0,False
1609,23.0,2210.0,0.0,89.0,0.0,0.0,True
1610,35.0,1313.0,0.0,24.0,0.0,1.0,False
1611,17.0,1744.0,0.0,136.0,8.0,8.0,False
1612,26.0,0.0,0.0,0.0,0.0,0.0,True
1613,15.0,1554.0,0.0,646.0,20.0,1241.0,False
1614,19.0,285.0,54.0,1246.0,102.0,0.0,False
1615,20.0,0.0,0.0,0.0,0.0,0.0,True
1616,51.0,437.0,244.0,908.0,825.0,0.0,False
1617,17.0,139.0,0.0,959.0,21.0,0.0,False
1618,27.0,103.0,1.0,49.0,2421.0,24.0,False
1619,43.0,84.0,726.0,2.0,0.0,0.0,False
1620,5.0,0.0,0.0,0.0,0.0,0.0,False
1621,17.0,0.0,0.0,0.0,0.0,0.0,False
1622,40.0,813.0,0.0,473.0,236.0,0.0,True
1623,38.0,4.0,0.0,0.0,0.0,1679.0,False
1624,20.0,0.0,0.0,0.0,0.0,0.0,True
1625,13.0,0.0,0.0,0.0,0.0,0.0,False
1626,15.0,320.0,36.0,5.0,0.0,640.0,False
1627,15.0,852.0,0.0,0.0,135.0,0.0,False
1628,59.0,8.0,1563.0,0.0,73.0,31.0,True
1629,24.0,0.0,201.0,0.0,0.0,603.0,False
1630,0.0,0.0,0.0,0.0,0.0,0.0,True
1631,52.0,1279.0,0.0,1061.0,359.0,0.0,False
1632,38.0,553.0,0.0,0.0,87.0,243.0,False
1633,26.0,21.0,0.0,499.0,568.0,0.0,True
1634,17.0,68.0,0.0,0.0,0.0,795.0,True
1635,17.0,0.0,0.0,0.0,0.0,0.0,True
1636,20.0,1.0,808.0,0.0,0.0,0.0,True
1637,15.0,1336.0,108.0,0.0,0.0,0.0,False
1638,30.0,0.0,0.0,0.0,0.0,0.0,True
1639,22.0,0.0,0.0,0.0,0.0,0.0,False
1640,18.0,0.0,0.0,19.0,467.0,0.0,False
1641,22.0,0.0,0.0,0.0,0.0,0.0,True
1642,20.0,0.0,0.0,0.0,0.0,0.0,True
1643,22.0,762.0,13.0,10.0,0.0,0.0,False
1644,34.0,49.0,478.0,387.0,0.0,0.0,False
1645,28.0,0.0,1310.0,0.0,221.0,6064.0,False
1646,50.0,0.0,0.0,0.0,0.0,0.0,True
1647,19.0,0.0,0.0,496.0,13.0,0.0,True
1648,21.0,0.0,0.0,0.0,2.0,807.0,False
1649,0.0,0.0,0.0,0.0,0.0,0.0,False
1650,4.0,0.0,0.0,0.0,0.0,0.0,True
1651,59.0,0.0,0.0,0.0,0.0,0.0,False
1652,15.0,1006.0,1.0,0.0,0.0,308.0,True
1653,24.0,0.0,0.0,0.0,0.0,0.0,True
1654,26.0,0.0,0.0,0.0,0.0,0.0,False
1655,67.0,26.0,809.0,0.0,39.0,26.0,False
1656,55.0,587.0,0.0,0.0,318.0,3.0,False
1657,50.0,742.0,21.0,10.0,26.0,4.0,False
1658,23.0,145.0,490.0,17.0,49.0,1.0,False
1659,21.0,2400.0,7.0,0.0,20.0,0.0,True
1660,15.0,104.0,0.0,0.0,174.0,253.0,False
1661,41.0,0.0,3240.0,0.0,59.0,0.0,True
1662,59.0,0.0,0.0,0.0,0.0,0.0,True
1663,18.0,0.0,0.0,0.0,0.0,0.0,False
1664,21.0,112.0,0.0,0.0,0.0,1333.0,False
1665,14.0,0.0,0.0,0.0,0.0,0.0,True
1666,50.0,3677.0,782.0,0.0,6.0,1168.0,True
1667,32.0,2973.0,3368.0,124.0,57.0,42.0,True
1668,46.0,0.0,0.0,0.0,0.0,0.0,True
1669,0.0,0.0,24.0,0.0,732.0,0.0,False
1670,58.0,0.0,0.0,0.0,0.0,0.0,True
1671,15.0,0.0,0.0,0.0,0.0,0.0,True
1672,35.0,0.0,338.0,436.0,0.0,0.0,True
1673,30.0,1220.0,0.0,49.0,39.0,0.0,False
1674,30.0,0.0,0.0,0.0,0.0,0.0,True
1675,43.0,0.0,0.0,870.0,0.0,14.0,True
1676,21.0,0.0,0.0,809.0,0.0,0.0,False
1677,15.0,0.0,0.0,0.0,0.0,0.0,False
1678,37.0,164.0,603.0,0.0,0.0,11.0,True
1679,28.0,0.0,11026.0,0.0,0.0,12.0,True
1680,28.0,0.0,0.0,0.0,0.0,0.0,False
1681,40.0,596.0,0.0,135.0,73.0,0.0,False
1682,42.0,28.0,0.0,0.0,0.0,591.0,False
1683,21.0,0.0,0.0,0.0,0.0,0.0,False
1684,31.0,0.0,0.0,0.0,0.0,0.0,False
1685,51.0,28.0,94.0,0.0,34.0,638.0,False
1686,73.0,27.0,2.0,71.0,1208.0,0.0,False
1687,26.0,0.0,0.0,0.0,0.0,0.0,True
1688,33.0,0.0,0.0,0.0,0.0,0.0,True
1689,39.0,1.0,275.0,33.0,376.0,105.0,False
1690,19.0,5.0,639.0,0.0,84.0,180.0,False
1691,12.0,0.0,0.0,0.0,0.0,0.0,True
1692,10.0,0.0,0.0,0.0,0.0,0.0,False
1693,0.0,0.0,0.0,0.0,0.0,0.0,False
1694,0.0,0.0,0.0,0.0,0.0,0.0,True
1695,1.0,0.0,0.0,0.0,0.0,0.0,True
1696,33.0,0.0,0.0,2.0,787.0,1.0,False
1697,23.0,0.0,169.0,0.0,553.0,0.0,False
1698,5.0,0.0,0.0,0.0,0.0,0.0,True
1699,24.0,0.0,0.0,0.0,0.0,0.0,True
1700,26.0,0.0,0.0,0.0,0.0,0.0,False
1701,30.0,0.0,3722.0,4.0,140.0,4045.0,False
1702,33.0,0.0,763.0,8.0,2.0,30.0,False
1703,56.0,4694.0,0.0,2661.0,51.0,0.0,False
1704,25.0,0.0,0.0,0.0,0.0,0.0,True
1705,0.0,928.0,20.0,0.0,0.0,0.0,False
1706,25.0,9.0,852.0,73.0,12.0,57.0,True
1707,18.0,0.0,0.0,454.0,0.0,263.0,False
1708,60.0,1891.0,640.0,0.0,360.0,52.0,True
1709,41.0,0.0,2334.0,1.0,6.0,23.0,True
1710,16.0,112.0,0.0,38.0,77.0,443.0,False
1711,17.0,0.0,0.0,0.0,0.0,0.0,True
1712,26.0,0.0,4.0,361.0,0.0,19.0,False
